image_path,original_label,mean,std,variance,min,max,median,skewness,kurtosis,entropy,energy
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0026829.jpg,1,197.9888345956511,34.88498847847975,1216.9624211436649,102,255,206.0,-0.14435852429490312,-1.1452254107442876,3.7000499999442025,3308498050.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0026687.jpg,1,190.39261356641634,34.01517044443048,1157.031820363657,99,255,188.0,-0.006147178230964904,-1.1003502415053652,4.539731658172146,1519260088.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0026528.jpg,1,197.40051345440716,36.47251933259369,1330.2446664664203,119,254,204.0,-0.28676842164046507,-1.1190316162338625,5.144496956696858,2119028650.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0027544.jpg,1,193.24062253548897,35.65047520913147,1270.9563826368974,90,255,192.0,-0.05661631877675329,-1.1518442750366917,4.043859086012768,3133513621.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0027291.jpg,1,184.82689388071262,33.268898046995716,1106.8195772613956,23,255,187.0,0.14417638167111396,-0.9224276873592272,3.562650316271024,1138268254.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0026117.jpg,1,194.9465151179669,35.67854244669043,1272.9583911202908,94,255,195.0,-0.07171232114193202,-1.1632625831130203,4.411881564787695,3192992742.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0026056.jpg,1,192.21407132559733,36.64241695684029,1342.666720438937,95,255,191.0,-0.021704613511132346,-1.1782866645084984,6.057403609037136,3240237800.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0027004.jpg,1,201.5047496902376,35.147290611170924,1235.3320373061035,111,254,207.0,-0.4076979420974236,-1.0070371921533996,3.955913916005088,1924742343.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0027531.jpg,1,193.33998043144015,36.16980727021485,1308.254957964487,117,255,196.0,-0.04592798269069379,-1.1824208554587912,5.221771769891923,3321493944.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0026321.jpg,1,192.16978800406042,34.60095301673023,1197.2259496659726,101,255,193.0,-0.07555168544787172,-1.105237561315063,5.70846847965719,2591569415.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0027609.jpg,1,199.7151185877766,35.648283667732535,1270.800128455126,50,254,207.0,-0.5592328189022701,-0.47457164193813206,5.728198804481749,2280176165.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0027478.jpg,1,194.1581760441009,35.73234990454627,1276.8008297009278,101,255,199.0,-0.12449799904309806,-1.1316201913319173,4.464901155256341,3252201965.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0027337.jpg,1,196.86963131889016,40.18213335042123,1614.6038405910344,15,255,199.0,-0.32214807091691866,-0.5772989147817293,5.563436650357259,2018168684.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0026970.jpg,1,193.16022305673695,36.45450893392262,1328.9312216134438,114,255,192.0,-0.01324242872149017,-1.2180982501897617,4.30600837892432,3416067703.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0027601.jpg,1,193.36610695574043,37.01882153775937,1370.393148044477,100,255,195.0,-0.08876369778079442,-1.184750994619852,4.4738196163702435,3321765610.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0025940.jpg,1,194.15400738358937,35.448053427527256,1256.5644918008268,91,255,194.0,-0.07127933674729205,-1.1470257309112202,5.067472316010274,3270828248.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0025793.jpg,1,192.54648605243864,35.178281797400416,1237.5115102173136,109,254,189.0,-0.007136094719113524,-1.20741556701952,4.317097164242894,3292082701.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0026643.jpg,1,192.4085485829112,35.63764513917783,1270.0417510659652,68,255,197.0,-0.1672356336302231,-1.11766631192985,4.785230847741486,2743977895.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0026716.jpg,1,199.77595499500953,36.62502268079959,1341.392286369084,91,255,209.0,-0.34240254305909307,-1.1068330492995488,4.400307430969811,2273181788.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0025818.jpg,1,193.78712653778558,36.92504472918518,1363.4589282523261,118,255,193.0,-0.06948458162816697,-1.253799747032149,4.549621504475405,3365845655.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0026192.jpg,1,194.62968178303075,35.699936889999066,1274.485493949916,92,255,200.0,-0.04008037427200647,-1.1729369401486558,4.047691167341019,3392367245.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0027038.jpg,1,200.19363584474885,37.283455645914536,1390.0560649008764,104,255,206.0,-0.35618585873976205,-1.09900678948673,4.763372234650309,2615441181.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0027433.jpg,1,201.8194385095291,34.51028746505193,1190.9599409205202,63,255,205.0,-0.3414620311855585,-0.961736496574598,5.655854221585856,1962119427.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0027297.jpg,1,201.18164098079936,35.644048506495544,1270.4981939334073,58,255,204.0,-0.4052900699393682,-0.902608271836919,4.935528357113014,2291525375.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0026395.jpg,1,193.84463957759414,35.22380663897739,1240.716554140068,98,255,193.0,-0.043409848087895435,-1.161864768025604,4.195935726968649,3381690069.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0025971.jpg,1,192.0237503573549,37.76659285114375,1426.315535584062,100,255,190.0,-0.030856837998670887,-1.2320477971670225,3.816602174125654,3483180528.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0026668.jpg,1,192.8769376610545,37.52622676778663,1408.2176954273461,18,255,191.0,-0.05052756242511358,-1.2052005157974324,5.496375222364269,2891753006.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0026766.jpg,1,191.563734430605,36.66603523534622,1344.3981398796507,64,255,189.0,-0.017230984502035855,-1.1720148497154215,4.62471478560592,3420652339.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0027546.jpg,1,193.23024532470785,36.25248760214912,1314.2428573439752,107,255,193.0,-0.03814294125188636,-1.1593710519845122,4.508347949786195,3393737880.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0026593.jpg,1,194.83470535619531,36.073002578438185,1301.2615150240078,103,255,198.0,-0.09264623520756389,-1.1338841575941894,4.951613270682055,2589749168.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0027371.jpg,1,197.27094076139252,33.699641908278686,1135.6658647462132,83,255,198.0,-0.1304254740705845,-1.077991703997347,3.67682736352542,3246653877.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0027595.jpg,1,185.97347474353134,34.63879986774996,1199.8464562780346,109,255,182.0,0.08390412063015477,-1.13756261271961,3.3560639051398575,1649984169.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0027135.jpg,1,194.12564923398557,34.09791481026818,1162.667794408306,105,255,194.0,-0.04866991183377935,-1.1582233563278814,3.7718562683572565,2378473085.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0026995.jpg,1,191.9594897779122,36.71710368746115,1348.1457031957727,98,255,191.0,-0.010951717639124338,-1.1841389732705223,4.81834056157011,3030441170.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0026968.jpg,1,205.2189868301391,34.91365508747798,1218.9633115673766,109,255,213.0,-0.5293957328214172,-0.7978723994964283,5.215285468843643,2573074131.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0027120.jpg,1,202.40092388766593,36.59673845995689,1339.3212659064877,104,255,210.0,-0.40453051219414377,-1.0020287023275143,4.865180936517897,2536804319.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0026442.jpg,1,193.26974735982262,36.14295325289659,1306.3130698410682,109,255,195.0,-0.060575743303411984,-1.136019705918552,4.989504406654522,3312926565.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0026343.jpg,1,185.9066395853761,34.924252390639694,1219.7034050451023,30,254,185.0,-0.07852346721780146,-0.779265114663509,5.639767156357543,3065285170.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0026496.jpg,1,191.9063093990116,36.89798596790955,1361.46136848805,85,255,192.0,-0.028658922411170823,-1.198256138013352,5.570566939271785,3315115315.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0027146.jpg,1,193.30398358118566,35.84904179601323,1285.1537976923037,113,255,196.0,-0.0702128969897582,-1.2125071448200764,3.924192419299337,3446407127.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0027093.jpg,1,195.654266191672,35.04375524441189,1228.0647816302458,91,255,194.0,-0.05796665108836849,-1.1784561651274603,3.4416747758308834,3382533640.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0026988.jpg,1,191.1830253377212,37.42808211251734,1400.8613306213404,112,255,189.0,0.0863961154033119,-1.2373540635241729,5.39576259985087,1649120022.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0027046.jpg,1,195.6965077878549,34.62644812179822,1198.9909095315834,99,255,194.0,-0.0747796973744261,-1.1225642194132646,4.391891593900568,3205188649.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0026574.jpg,1,185.90072441430334,33.622331614553765,1130.4611831990217,76,255,183.0,0.23087081035679036,-0.8846505554196384,5.4024380315366045,2315537389.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0026433.jpg,1,194.2908979019704,36.87079898263548,1359.4558176179135,94,255,202.0,-0.14180178815395034,-1.1993697197102442,4.006614378548633,3431723766.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0027473.jpg,1,199.57774236303965,34.91858949040995,1219.3078919997683,114,255,198.0,-0.21352836893557542,-1.1037022989111283,3.684631058554346,2601621757.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0026074.jpg,1,195.62469952667706,36.85668769569969,1358.415427898341,83,255,192.0,-0.2168670305925339,-1.0885050246211774,3.4718317844958917,3198172051.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0027057.jpg,1,189.78409882800128,35.73645382683287,1277.0941321173577,74,255,190.0,-0.036123892794858725,-1.1174156533434128,4.685550861244208,1766109380.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0027281.jpg,1,193.5741446671201,37.03518810599912,1371.6051580467386,27,255,195.0,-0.15648590571673748,-1.0700396921482225,3.9121945496154353,2455665147.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0026230.jpg,1,193.90239686296349,36.00760168104031,1296.547378820457,101,255,191.0,-0.1811079292593759,-1.053616922986193,3.8639962989975074,3352566431.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0026855.jpg,1,195.6988755640277,35.763741210582786,1279.0451853775373,115,255,195.0,-0.13585665789023427,-1.1128980304731315,4.590892633065424,3280387103.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0027525.jpg,1,197.33366409183893,34.249763764948256,1173.0463179547626,99,255,198.0,-0.15504182461112329,-1.0963148822222455,4.828308892963082,2627682877.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0027189.jpg,1,192.22021034744068,36.631578859003376,1341.8725697033829,100,255,193.0,-0.0356245631356628,-1.1751796223482027,5.424739458721872,3334871225.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0026978.jpg,1,198.55369751021925,35.163600709125824,1236.478814830834,97,255,201.0,-0.19486777457358304,-1.0921644933623802,5.5430788372262265,3063653418.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0025826.jpg,1,188.31923914530094,38.878505299469666,1511.5381743208907,104,255,186.0,0.022815319890826646,-1.2256789350224133,4.466729646566125,3514574790.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0027058.jpg,1,192.7647177156922,36.206827356750594,1310.9343472415433,104,255,192.0,-0.0723454690120708,-1.146247336465179,4.241988438132708,3250914212.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0027545.jpg,1,186.9151270687051,35.009764335630955,1225.683598836417,42,254,189.0,-0.11678068243162583,-0.8036146948988421,5.630362409359555,2178564496.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0026952.jpg,1,191.7109677419355,36.95876895295158,1365.9506025176574,91,255,190.0,-0.03922648764258408,-1.1579508268750969,4.897240188151615,3338275432.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0026091.jpg,1,205.12094333956992,35.476924493228786,1258.6121714982564,120,254,212.0,-0.5057228365377916,-0.9556781936265057,4.708716112748714,1876024815.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0026831.jpg,1,189.17852675926537,37.31916719585747,1392.7202401923641,96,255,186.0,0.008889814919651668,-1.1804094846637134,4.436671257563834,3388920866.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0028303.jpg,1,202.71569788727845,33.76533581874843,1140.097902952856,81,255,208.0,-0.2903681535175707,-1.0868206717375228,3.7117793703352038,1961039810.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0028818.jpg,1,197.08417151932238,36.179062133016224,1308.9245368246484,104,255,203.0,-0.17588108269826208,-1.1635098795100758,4.2262495958645045,2730435078.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0029034.jpg,1,191.6715748891005,36.253392514159565,1314.3084687857206,101,255,191.0,-0.07001485418438493,-1.1585102598056873,4.679243613738996,3276835856.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0028168.jpg,1,191.52958298167025,37.25624546255332,1388.027825966025,66,255,193.0,-0.05842568605244643,-1.1534855213764326,3.741117952682653,3518501959.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0027814.jpg,1,203.2033046754878,38.55170721276707,1486.2341290189167,111,255,213.0,-0.3802137540759401,-1.1804367773974909,4.446486619128053,1975351263.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0028928.jpg,1,193.84076297811916,36.64092472570982,1342.5573647551334,102,255,192.0,-0.09853877562125744,-1.154191982238846,3.87246217800864,3480679564.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0028747.jpg,1,200.5266554653518,33.10492297003518,1095.9359248519631,51,255,203.0,-0.3320129506741348,-0.8895394151118632,4.981310720539021,2630545751.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0028568.jpg,1,194.4960413259611,36.287719213197676,1316.7985656958756,100,255,199.0,-0.12863646232375894,-1.1545972840805487,4.304727818366077,3016004860.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0028570.jpg,1,193.4833917389556,35.184250189506855,1237.931461397813,92,255,195.0,-0.0374002951414566,-1.1391249258677811,4.2342661869774,3365970209.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0028107.jpg,1,198.29563064508733,32.06726185840799,1028.3092830957075,70,255,202.0,-0.3282528832080047,-0.8846762805165693,4.990627502890135,1760124424.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0028577.jpg,1,197.14919749830457,35.32198640939891,1247.6427239057612,115,255,199.0,-0.11399156240355336,-1.161393179386508,3.8808713034313023,2129488484.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0028113.jpg,1,199.11515235457063,35.23749746321187,1241.6812274698627,87,255,203.0,-0.27051305321365726,-1.0337213095551767,5.521456796603252,2952151514.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0027865.jpg,1,188.54940955915038,36.32922121266289,1319.8123139185952,95,255,182.0,0.16934837675616585,-1.1382558130544675,4.92971102985341,1907726483.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0028197.jpg,1,196.4155003522203,36.21141695310694,1311.2667177517608,60,255,199.0,-0.17917245163840548,-1.0960636090993898,4.302488852977618,3001227667.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0028807.jpg,1,195.12904362120588,36.50591721286979,1332.6819915529027,55,255,194.0,-0.15242789635739967,-1.1533442304182309,4.1575491229353245,2684947604.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0028814.jpg,1,197.3473700067102,35.556084427049754,1264.23513978349,99,255,202.0,-0.1255112827368755,-1.2064485841555528,4.465024514247804,2936270865.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0028871.jpg,1,203.58327654694435,34.07643455683604,1161.2033921063296,89,255,209.0,-0.37753675283790344,-0.9263661981860354,4.533687317832604,2563556661.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0028652.jpg,1,194.19789657774638,36.28713211193549,1316.75595690906,100,255,195.0,-0.09225583303988974,-1.144005970276286,4.550708289124127,3258306343.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0028079.jpg,1,192.5593857762505,36.008342218640415,1296.6007093347218,99,255,196.0,-0.0870159335578154,-1.1293314292052086,4.6237309541933955,3193895862.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0028542.jpg,1,192.07059363826227,35.974982141351276,1294.199340070543,10,255,197.0,-0.07818008963413281,-0.9892858942571463,3.6408221384336183,3492161364.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0028457.jpg,1,195.94804533299376,36.32210135436653,1319.295046796875,90,255,199.0,-0.19285758219371513,-1.1254056486701403,4.922826790064099,3118813572.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0028671.jpg,1,198.24866886082057,36.542214713004604,1335.3334561313304,118,255,200.0,-0.18895458363380868,-1.1142159437915558,5.92249909924709,2358337403.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0027722.jpg,1,196.0753651842506,36.36631681927686,1322.508999000019,82,255,196.0,-0.15113593707515519,-1.1429036292200188,4.705760855867716,3057328518.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0029129.jpg,1,183.32480926815484,32.8114942022941,1076.5941517871793,114,254,181.0,0.18213015295601206,-1.009387122243763,5.088640410283764,1718482193.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0028085.jpg,1,194.47189607794155,34.86584769751556,1215.6273356663514,111,255,202.0,-0.07499899931241334,-1.136402488741965,3.4531059379972255,3437651528.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0028035.jpg,1,204.96032892779738,36.595844164093535,1339.2558100826188,103,255,213.0,-0.46074047578314914,-0.9591690328318778,4.878353386060316,2040043211.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0028316.jpg,1,195.4229324876909,35.24026872690227,1241.8765399442862,119,255,195.0,-0.09278686166105204,-1.1308279375085906,4.889617743335751,3307595515.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0028329.jpg,1,200.57819705023056,34.18615376228878,1168.6931090588516,116,255,205.0,-0.24766239861517195,-1.048424747968166,4.029287140361199,2352282600.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0027704.jpg,1,193.37433343512885,36.150971477544836,1306.8927387702604,24,255,195.0,-0.07463408369869606,-1.1181493362013541,4.8727322063810234,3294885346.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0028890.jpg,1,192.3418988527277,35.320705791331854,1247.5522575978234,81,255,192.0,-0.005587839355501087,-1.1225349036742347,4.888937486913092,3266713499.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0028728.jpg,1,195.6730583678739,37.07005252803298,1374.1887944311243,117,255,199.0,-0.14448199047981053,-1.1994745809988823,5.426225157226324,2918538172.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0028283.jpg,1,195.18596905385192,35.48628346904182,1259.2763144451908,112,255,198.0,-0.06124209389644894,-1.2066245244667622,4.099684209169266,3367685985.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0029083.jpg,1,206.77056277056278,35.72099764421941,1275.9896726983284,115,255,216.0,-0.5151212374498486,-0.9323427193592542,4.3000216292864,1759573100.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0028050.jpg,1,203.7882932166302,33.2605373457658,1106.2633445290812,106,255,205.0,-0.4150107846897394,-0.7410348658698118,4.761911911025488,2883723883.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0027819.jpg,1,190.18103791396643,38.43159472713628,1476.987473270849,82,255,190.0,-0.08449310407653934,-1.1485372783149714,3.350933394798837,3688725149.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0028653.jpg,1,192.49084249084248,34.24604840514677,1172.7918313676557,116,255,187.0,0.03755861019773842,-1.112789104320308,3.6803645816985773,1826224040.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0028486.jpg,1,195.47914677980083,35.38274520585034,1251.9386583021253,107,255,199.0,-0.06422080472935265,-1.1438753922447844,4.206863488755895,3348720731.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0028693.jpg,1,199.85151603075585,35.54460243170232,1263.418762027779,114,255,202.0,-0.31870329840163647,-1.0725916835480647,4.223882120737009,2840194975.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0028739.jpg,1,201.1895411197596,36.39609662854859,1324.675849794646,51,255,203.0,-0.30272117633755247,-0.8780539328607131,4.340719112741499,2003189200.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0029082.jpg,1,200.3434214718063,35.23775370056608,1241.6992858617584,101,255,198.0,-0.22654548095877958,-1.097829176971306,3.3277082631273056,1948338964.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0027846.jpg,1,196.0215943854598,34.38998364506366,1182.670975107746,118,255,194.0,-0.20222745425214875,-1.0461432971506939,4.1715204707562545,2200968572.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0027851.jpg,1,188.6447275760826,37.348737903064524,1394.9282229518087,8,255,190.0,-0.021398914600096332,-1.135271370424665,4.390727765864641,3413453565.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0028719.jpg,1,194.78698558832014,35.11317963673567,1232.9353842016687,85,255,196.0,-0.12677934027090657,-1.124315636076826,4.686936311527989,3123297662.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0028973.jpg,1,191.28576556413046,38.21265879152381,1460.2072919174218,79,255,192.0,-0.0482680799691752,-1.1884877872582926,3.432075546198263,3604176807.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0028978.jpg,1,196.22772044738306,35.58533247458365,1266.315887326658,27,255,198.0,-0.13976282497760587,-1.13393026377402,4.965457983649618,3218121778.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0029035.jpg,1,194.37252683023888,35.89685281762881,1288.5840422105055,107,255,196.0,-0.06473024834072658,-1.158592599114099,4.839621416504117,3141676664.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0027744.jpg,1,199.5362115265441,36.21595553434034,1311.5954352653164,114,255,204.0,-0.2519147717528109,-1.0790887999398782,4.884646097072127,1990923948.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0027774.jpg,1,192.73685685919523,35.346598588108655,1249.3820317488849,104,255,194.0,-0.0437784310551445,-1.1366725421608115,4.782122416811061,3287348712.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0029123.jpg,1,192.95893556508764,36.367099244058736,1322.5659074272173,85,255,193.0,-0.013632410290577508,-1.192883405347393,5.441137611266142,3307772049.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0028994.jpg,1,183.45126974786112,35.71689623991031,1275.6966770125196,90,254,181.0,0.12333871549099075,-1.1173756149619254,4.852510892231884,1543280134.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0027915.jpg,1,197.18407960199005,36.41367319930429,1325.9555958657318,86,255,199.0,-0.15209370747500953,-1.1704611661806927,5.304264036729717,2828598810.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/basal cell carcinoma/ISIC_0028583.jpg,1,202.09298493408662,34.62131795590023,1198.6356570035396,70,255,207.0,-0.36096718623343244,-0.9139076809440883,5.7619985311727495,2678802195.0
